Total configs generated: 642978
Total configs: 642978
Already evaluated: 168238
New configs to evaluate: 592503
------------------------------------------------------------
[19475/592503 |   3.29%] Best: 133.899622 | Elapsed:  35.4 min | ETA: 1042.9 min | Rate:  9.16 cfg/s
[19500/592503 |   3.29%] Best: 133.899622 | Elapsed:  35.5 min | ETA: 1041.7 min | Rate:  9.17 cfg/s
[19525/592503 |   3.30%] Best: 133.899622 | Elapsed:  35.5 min | ETA: 1040.6 min | Rate:  9.18 cfg/s
[19550/592503 |   3.30%] Best: 133.899622 | Elapsed:  35.5 min | ETA: 1040.9 min | Rate:  9.17 cfg/s
[19575/592503 |   3.30%] Best: 133.899622 | Elapsed:  35.6 min | ETA: 1041.5 min | Rate:  9.17 cfg/s
[19600/592503 |   3.31%] Best: 133.899622 | Elapsed:  35.6 min | ETA: 1041.6 min | Rate:  9.17 cfg/s
[19625/592503 |   3.31%] Best: 133.899622 | Elapsed:  35.7 min | ETA: 1042.2 min | Rate:  9.16 cfg/s
[19650/592503 |   3.32%] Best: 133.899622 | Elapsed:  35.8 min | ETA: 1042.7 min | Rate:  9.16 cfg/s
[19675/592503 |   3.32%] Best: 133.899622 | Elapsed:  35.8 min | ETA: 1042.1 min | Rate:  9.16 cfg/s
[19700/592503 |   3.32%] Best: 133.899622 | Elapsed:  35.9 min | ETA: 1043.2 min | Rate:  9.15 cfg/s
[19725/592503 |   3.33%] Best: 133.899622 | Elapsed:  35.9 min | ETA: 1042.7 min | Rate:  9.16 cfg/s
[19750/592503 |   3.33%] Best: 133.899622 | Elapsed:  36.0 min | ETA: 1043.5 min | Rate:  9.15 cfg/s
[19775/592503 |   3.34%] Best: 133.899622 | Elapsed:  36.0 min | ETA: 1042.7 min | Rate:  9.15 cfg/s
[19800/592503 |   3.34%] Best: 133.899622 | Elapsed:  36.1 min | ETA: 1043.7 min | Rate:  9.15 cfg/s
[19825/592503 |   3.35%] Best: 133.899622 | Elapsed:  36.1 min | ETA: 1042.8 min | Rate:  9.15 cfg/s
[19850/592503 |   3.35%] Best: 133.899622 | Elapsed:  36.2 min | ETA: 1044.4 min | Rate:  9.14 cfg/s
[19875/592503 |   3.35%] Best: 133.899622 | Elapsed:  36.2 min | ETA: 1043.6 min | Rate:  9.15 cfg/s
[19900/592503 |   3.36%] Best: 133.899622 | Elapsed:  36.3 min | ETA: 1044.3 min | Rate:  9.14 cfg/s
[19925/592503 |   3.36%] Best: 133.899622 | Elapsed:  36.3 min | ETA: 1044.3 min | Rate:  9.14 cfg/s
[19950/592503 |   3.37%] Best: 133.899622 | Elapsed:  36.4 min | ETA: 1044.4 min | Rate:  9.14 cfg/s
[19975/592503 |   3.37%] Best: 133.899622 | Elapsed:  36.4 min | ETA: 1044.7 min | Rate:  9.13 cfg/s
[20000/592503 |   3.38%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1044.0 min | Rate:  9.14 cfg/s
[20025/592503 |   3.38%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1043.0 min | Rate:  9.15 cfg/s
[20050/592503 |   3.38%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1042.0 min | Rate:  9.16 cfg/s
[20075/592503 |   3.39%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1040.9 min | Rate:  9.17 cfg/s
[20100/592503 |   3.39%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1039.8 min | Rate:  9.17 cfg/s
[20125/592503 |   3.40%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1038.7 min | Rate:  9.18 cfg/s
[20150/592503 |   3.40%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1037.5 min | Rate:  9.19 cfg/s
[20175/592503 |   3.41%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1036.4 min | Rate:  9.20 cfg/s
[20200/592503 |   3.41%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1035.2 min | Rate:  9.21 cfg/s
[20225/592503 |   3.41%] Best: 133.899622 | Elapsed:  36.5 min | ETA: 1034.1 min | Rate:  9.22 cfg/s
[20250/592503 |   3.42%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1033.0 min | Rate:  9.23 cfg/s
[20275/592503 |   3.42%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1031.8 min | Rate:  9.24 cfg/s
[20300/592503 |   3.43%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1030.7 min | Rate:  9.25 cfg/s
[20325/592503 |   3.43%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1029.5 min | Rate:  9.26 cfg/s
[20350/592503 |   3.43%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1028.4 min | Rate:  9.27 cfg/s
[20375/592503 |   3.44%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1027.2 min | Rate:  9.28 cfg/s
[20400/592503 |   3.44%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1026.1 min | Rate:  9.29 cfg/s
[20425/592503 |   3.45%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1024.9 min | Rate:  9.30 cfg/s
[20450/592503 |   3.45%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1023.8 min | Rate:  9.31 cfg/s
[20475/592503 |   3.46%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1022.7 min | Rate:  9.32 cfg/s
[20500/592503 |   3.46%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1021.6 min | Rate:  9.33 cfg/s
[20525/592503 |   3.46%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1020.4 min | Rate:  9.34 cfg/s
[20550/592503 |   3.47%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1019.3 min | Rate:  9.35 cfg/s
[20575/592503 |   3.47%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1018.2 min | Rate:  9.36 cfg/s
[20600/592503 |   3.48%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1017.1 min | Rate:  9.37 cfg/s
[20625/592503 |   3.48%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1016.0 min | Rate:  9.38 cfg/s
[20650/592503 |   3.49%] Best: 133.899622 | Elapsed:  36.6 min | ETA: 1014.9 min | Rate:  9.39 cfg/s
[20675/592503 |   3.49%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1013.8 min | Rate:  9.40 cfg/s
[20700/592503 |   3.49%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1012.7 min | Rate:  9.41 cfg/s
[20725/592503 |   3.50%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1011.6 min | Rate:  9.42 cfg/s
[20750/592503 |   3.50%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1010.5 min | Rate:  9.43 cfg/s
[20775/592503 |   3.51%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1009.4 min | Rate:  9.44 cfg/s
[20800/592503 |   3.51%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1008.3 min | Rate:  9.45 cfg/s
[20825/592503 |   3.51%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1007.2 min | Rate:  9.46 cfg/s
[20850/592503 |   3.52%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1006.1 min | Rate:  9.47 cfg/s
[20875/592503 |   3.52%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1005.0 min | Rate:  9.48 cfg/s
[20900/592503 |   3.53%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1004.0 min | Rate:  9.49 cfg/s
[20925/592503 |   3.53%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1002.9 min | Rate:  9.50 cfg/s
[20950/592503 |   3.54%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1001.8 min | Rate:  9.51 cfg/s
[20975/592503 |   3.54%] Best: 133.899622 | Elapsed:  36.7 min | ETA: 1000.8 min | Rate:  9.52 cfg/s
[21000/592503 |   3.54%] Best: 133.899622 | Elapsed:  36.8 min | ETA: 1000.6 min | Rate:  9.52 cfg/s
[21025/592503 |   3.55%] Best: 133.899622 | Elapsed:  36.9 min | ETA: 1001.8 min | Rate:  9.51 cfg/s
[21050/592503 |   3.55%] Best: 133.899622 | Elapsed:  36.9 min | ETA: 1001.7 min | Rate:  9.51 cfg/s
[21075/592503 |   3.56%] Best: 133.899622 | Elapsed:  36.9 min | ETA: 1001.3 min | Rate:  9.51 cfg/s
[21100/592503 |   3.56%] Best: 133.899622 | Elapsed:  37.0 min | ETA: 1002.5 min | Rate:  9.50 cfg/s
[21125/592503 |   3.57%] Best: 133.899622 | Elapsed:  37.0 min | ETA: 1001.8 min | Rate:  9.51 cfg/s
[21150/592503 |   3.57%] Best: 133.899622 | Elapsed:  37.1 min | ETA: 1003.4 min | Rate:  9.49 cfg/s
[21175/592503 |   3.57%] Best: 133.899622 | Elapsed:  37.2 min | ETA: 1002.6 min | Rate:  9.50 cfg/s
[21200/592503 |   3.58%] Best: 133.899622 | Elapsed:  37.2 min | ETA: 1003.1 min | Rate:  9.49 cfg/s
[21225/592503 |   3.58%] Best: 133.899622 | Elapsed:  37.3 min | ETA: 1003.0 min | Rate:  9.49 cfg/s
[21250/592503 |   3.59%] Best: 133.899622 | Elapsed:  37.3 min | ETA: 1003.2 min | Rate:  9.49 cfg/s
[21275/592503 |   3.59%] Best: 133.899622 | Elapsed:  37.4 min | ETA: 1003.3 min | Rate:  9.49 cfg/s
[21300/592503 |   3.59%] Best: 133.899622 | Elapsed:  37.4 min | ETA: 1004.2 min | Rate:  9.48 cfg/s
[21325/592503 |   3.60%] Best: 133.899622 | Elapsed:  37.5 min | ETA: 1003.9 min | Rate:  9.48 cfg/s
[21350/592503 |   3.60%] Best: 133.899622 | Elapsed:  37.6 min | ETA: 1004.6 min | Rate:  9.48 cfg/s
[21375/592503 |   3.61%] Best: 133.899622 | Elapsed:  37.6 min | ETA: 1004.7 min | Rate:  9.47 cfg/s
[21400/592503 |   3.61%] Best: 133.899622 | Elapsed:  37.6 min | ETA: 1003.9 min | Rate:  9.48 cfg/s
[21425/592503 |   3.62%] Best: 133.899622 | Elapsed:  37.7 min | ETA: 1005.1 min | Rate:  9.47 cfg/s
[21450/592503 |   3.62%] Best: 133.899622 | Elapsed:  37.7 min | ETA: 1004.4 min | Rate:  9.48 cfg/s
[21475/592503 |   3.62%] Best: 133.899622 | Elapsed:  37.7 min | ETA: 1003.7 min | Rate:  9.48 cfg/s
[21500/592503 |   3.63%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 1002.8 min | Rate:  9.49 cfg/s
[21525/592503 |   3.63%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 1001.9 min | Rate:  9.50 cfg/s
[21550/592503 |   3.64%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 1000.9 min | Rate:  9.51 cfg/s
[21575/592503 |   3.64%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 999.9 min | Rate:  9.52 cfg/s
[21600/592503 |   3.65%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 998.9 min | Rate:  9.53 cfg/s
[21625/592503 |   3.65%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 997.8 min | Rate:  9.54 cfg/s
[21650/592503 |   3.65%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 996.8 min | Rate:  9.54 cfg/s
[21675/592503 |   3.66%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 995.8 min | Rate:  9.55 cfg/s
[21700/592503 |   3.66%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 994.8 min | Rate:  9.56 cfg/s
[21725/592503 |   3.67%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 993.7 min | Rate:  9.57 cfg/s
[21750/592503 |   3.67%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 992.7 min | Rate:  9.58 cfg/s
[21775/592503 |   3.68%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 991.7 min | Rate:  9.59 cfg/s
[21800/592503 |   3.68%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 990.6 min | Rate:  9.60 cfg/s
[21825/592503 |   3.68%] Best: 133.899622 | Elapsed:  37.8 min | ETA: 989.6 min | Rate:  9.61 cfg/s
[21850/592503 |   3.69%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 988.6 min | Rate:  9.62 cfg/s
[21875/592503 |   3.69%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 987.6 min | Rate:  9.63 cfg/s
[21900/592503 |   3.70%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 986.6 min | Rate:  9.64 cfg/s
[21925/592503 |   3.70%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 985.6 min | Rate:  9.65 cfg/s
[21950/592503 |   3.70%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 984.5 min | Rate:  9.66 cfg/s
[21975/592503 |   3.71%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 983.5 min | Rate:  9.67 cfg/s
[22000/592503 |   3.71%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 982.5 min | Rate:  9.68 cfg/s
[22025/592503 |   3.72%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 981.5 min | Rate:  9.69 cfg/s
[22050/592503 |   3.72%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 980.5 min | Rate:  9.70 cfg/s
[22075/592503 |   3.73%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 979.5 min | Rate:  9.71 cfg/s
[22100/592503 |   3.73%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 978.5 min | Rate:  9.72 cfg/s
[22125/592503 |   3.73%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 977.5 min | Rate:  9.72 cfg/s
[22150/592503 |   3.74%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 976.5 min | Rate:  9.73 cfg/s
[22175/592503 |   3.74%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 975.5 min | Rate:  9.74 cfg/s
[22200/592503 |   3.75%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 974.5 min | Rate:  9.75 cfg/s
[22225/592503 |   3.75%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 973.5 min | Rate:  9.76 cfg/s
[22250/592503 |   3.76%] Best: 133.899622 | Elapsed:  37.9 min | ETA: 972.6 min | Rate:  9.77 cfg/s
[22275/592503 |   3.76%] Best: 133.899622 | Elapsed:  38.0 min | ETA: 971.6 min | Rate:  9.78 cfg/s
[22300/592503 |   3.76%] Best: 133.899622 | Elapsed:  38.0 min | ETA: 970.6 min | Rate:  9.79 cfg/s
[22325/592503 |   3.77%] Best: 133.899622 | Elapsed:  38.0 min | ETA: 969.6 min | Rate:  9.80 cfg/s
[22350/592503 |   3.77%] Best: 133.899622 | Elapsed:  38.0 min | ETA: 968.6 min | Rate:  9.81 cfg/s
[22375/592503 |   3.78%] Best: 133.899622 | Elapsed:  38.0 min | ETA: 967.7 min | Rate:  9.82 cfg/s
[22400/592503 |   3.78%] Best: 133.899622 | Elapsed:  38.0 min | ETA: 966.7 min | Rate:  9.83 cfg/s
[22425/592503 |   3.78%] Best: 133.899622 | Elapsed:  38.0 min | ETA: 965.7 min | Rate:  9.84 cfg/s
[22450/592503 |   3.79%] Best: 133.899622 | Elapsed:  38.0 min | ETA: 965.2 min | Rate:  9.84 cfg/s
[22475/592503 |   3.79%] Best: 133.899622 | Elapsed:  38.1 min | ETA: 966.1 min | Rate:  9.83 cfg/s
[22500/592503 |   3.80%] Best: 133.899622 | Elapsed:  38.1 min | ETA: 966.2 min | Rate:  9.83 cfg/s
[22525/592503 |   3.80%] Best: 133.899622 | Elapsed:  38.2 min | ETA: 966.2 min | Rate:  9.83 cfg/s
[22550/592503 |   3.81%] Best: 133.899622 | Elapsed:  38.3 min | ETA: 967.3 min | Rate:  9.82 cfg/s
[22575/592503 |   3.81%] Best: 133.899622 | Elapsed:  38.3 min | ETA: 966.9 min | Rate:  9.82 cfg/s
[22600/592503 |   3.81%] Best: 133.899622 | Elapsed:  38.4 min | ETA: 967.1 min | Rate:  9.82 cfg/s
[22625/592503 |   3.82%] Best: 133.899622 | Elapsed:  38.4 min | ETA: 967.5 min | Rate:  9.82 cfg/s
[22650/592503 |   3.82%] Best: 133.899622 | Elapsed:  38.5 min | ETA: 967.7 min | Rate:  9.81 cfg/s
[22675/592503 |   3.83%] Best: 133.899622 | Elapsed:  38.5 min | ETA: 968.4 min | Rate:  9.81 cfg/s
[22700/592503 |   3.83%] Best: 133.899622 | Elapsed:  38.6 min | ETA: 968.1 min | Rate:  9.81 cfg/s
[22725/592503 |   3.84%] Best: 133.899622 | Elapsed:  38.6 min | ETA: 968.8 min | Rate:  9.80 cfg/s
[22750/592503 |   3.84%] Best: 133.899622 | Elapsed:  38.7 min | ETA: 968.1 min | Rate:  9.81 cfg/s
[22775/592503 |   3.84%] Best: 133.899622 | Elapsed:  38.7 min | ETA: 969.2 min | Rate:  9.80 cfg/s
[22800/592503 |   3.85%] Best: 133.899622 | Elapsed:  38.8 min | ETA: 968.8 min | Rate:  9.80 cfg/s
[22825/592503 |   3.85%] Best: 133.899622 | Elapsed:  38.9 min | ETA: 970.0 min | Rate:  9.79 cfg/s
[22850/592503 |   3.86%] Best: 133.899622 | Elapsed:  38.9 min | ETA: 969.3 min | Rate:  9.79 cfg/s
[22875/592503 |   3.86%] Best: 133.899622 | Elapsed:  39.0 min | ETA: 970.7 min | Rate:  9.78 cfg/s
[22900/592503 |   3.86%] Best: 133.899622 | Elapsed:  39.0 min | ETA: 970.1 min | Rate:  9.79 cfg/s
[22925/592503 |   3.87%] Best: 133.899622 | Elapsed:  39.0 min | ETA: 969.3 min | Rate:  9.79 cfg/s
[22950/592503 |   3.87%] Best: 133.899622 | Elapsed:  39.0 min | ETA: 968.5 min | Rate:  9.80 cfg/s
[22975/592503 |   3.88%] Best: 133.899622 | Elapsed:  39.0 min | ETA: 967.6 min | Rate:  9.81 cfg/s
[23000/592503 |   3.88%] Best: 133.899622 | Elapsed:  39.0 min | ETA: 966.8 min | Rate:  9.82 cfg/s
[23025/592503 |   3.89%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 965.9 min | Rate:  9.83 cfg/s
[23050/592503 |   3.89%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 964.9 min | Rate:  9.84 cfg/s
[23075/592503 |   3.89%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 964.0 min | Rate:  9.84 cfg/s
[23100/592503 |   3.90%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 963.1 min | Rate:  9.85 cfg/s
[23125/592503 |   3.90%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 962.2 min | Rate:  9.86 cfg/s
[23150/592503 |   3.91%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 961.3 min | Rate:  9.87 cfg/s
[23175/592503 |   3.91%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 960.4 min | Rate:  9.88 cfg/s
[23200/592503 |   3.92%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 959.5 min | Rate:  9.89 cfg/s
[23225/592503 |   3.92%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 958.5 min | Rate:  9.90 cfg/s
[23250/592503 |   3.92%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 957.6 min | Rate:  9.91 cfg/s
[23275/592503 |   3.93%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 956.7 min | Rate:  9.92 cfg/s
[23300/592503 |   3.93%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 955.8 min | Rate:  9.93 cfg/s
[23325/592503 |   3.94%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 954.8 min | Rate:  9.93 cfg/s
[23350/592503 |   3.94%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 953.9 min | Rate:  9.94 cfg/s
[23375/592503 |   3.95%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 953.0 min | Rate:  9.95 cfg/s
[23400/592503 |   3.95%] Best: 133.899622 | Elapsed:  39.1 min | ETA: 952.1 min | Rate:  9.96 cfg/s
[23425/592503 |   3.95%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 951.2 min | Rate:  9.97 cfg/s
[23450/592503 |   3.96%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 950.3 min | Rate:  9.98 cfg/s
[23475/592503 |   3.96%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 949.4 min | Rate:  9.99 cfg/s
[23500/592503 |   3.97%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 948.5 min | Rate: 10.00 cfg/s
[23525/592503 |   3.97%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 947.6 min | Rate: 10.01 cfg/s
[23550/592503 |   3.97%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 946.7 min | Rate: 10.02 cfg/s
[23575/592503 |   3.98%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 945.9 min | Rate: 10.02 cfg/s
[23600/592503 |   3.98%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 945.0 min | Rate: 10.03 cfg/s
[23625/592503 |   3.99%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 944.2 min | Rate: 10.04 cfg/s
[23650/592503 |   3.99%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 943.3 min | Rate: 10.05 cfg/s
[23675/592503 |   4.00%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 942.5 min | Rate: 10.06 cfg/s
[23700/592503 |   4.00%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 941.7 min | Rate: 10.07 cfg/s
[23725/592503 |   4.00%] Best: 133.899622 | Elapsed:  39.2 min | ETA: 940.9 min | Rate: 10.07 cfg/s
[23750/592503 |   4.01%] Best: 133.899622 | Elapsed:  39.3 min | ETA: 940.2 min | Rate: 10.08 cfg/s
[23775/592503 |   4.01%] Best: 133.899622 | Elapsed:  39.3 min | ETA: 939.4 min | Rate: 10.09 cfg/s
[23800/592503 |   4.02%] Best: 133.899622 | Elapsed:  39.3 min | ETA: 938.6 min | Rate: 10.10 cfg/s
[23825/592503 |   4.02%] Best: 133.899622 | Elapsed:  39.3 min | ETA: 937.8 min | Rate: 10.11 cfg/s
[23850/592503 |   4.03%] Best: 133.899622 | Elapsed:  39.3 min | ETA: 937.0 min | Rate: 10.12 cfg/s
[23875/592503 |   4.03%] Best: 133.899622 | Elapsed:  39.3 min | ETA: 936.2 min | Rate: 10.12 cfg/s
[23900/592503 |   4.03%] Best: 133.899622 | Elapsed:  39.4 min | ETA: 936.8 min | Rate: 10.12 cfg/s
[23925/592503 |   4.04%] Best: 133.899622 | Elapsed:  39.4 min | ETA: 936.9 min | Rate: 10.11 cfg/s
[23950/592503 |   4.04%] Best: 133.899622 | Elapsed:  39.5 min | ETA: 936.8 min | Rate: 10.12 cfg/s
[23975/592503 |   4.05%] Best: 133.899622 | Elapsed:  39.5 min | ETA: 937.4 min | Rate: 10.11 cfg/s
[24000/592503 |   4.05%] Best: 133.899622 | Elapsed:  39.6 min | ETA: 937.5 min | Rate: 10.11 cfg/s
[24025/592503 |   4.05%] Best: 133.899622 | Elapsed:  39.6 min | ETA: 937.7 min | Rate: 10.10 cfg/s
[24050/592503 |   4.06%] Best: 133.899622 | Elapsed:  39.7 min | ETA: 938.2 min | Rate: 10.10 cfg/s
[24075/592503 |   4.06%] Best: 133.899622 | Elapsed:  39.7 min | ETA: 938.4 min | Rate: 10.10 cfg/s
[24100/592503 |   4.07%] Best: 133.899622 | Elapsed:  39.8 min | ETA: 938.8 min | Rate: 10.09 cfg/s
[24125/592503 |   4.07%] Best: 133.899622 | Elapsed:  39.9 min | ETA: 938.9 min | Rate: 10.09 cfg/s
[24150/592503 |   4.08%] Best: 133.899622 | Elapsed:  39.9 min | ETA: 938.8 min | Rate: 10.09 cfg/s
[24175/592503 |   4.08%] Best: 133.899622 | Elapsed:  40.0 min | ETA: 939.7 min | Rate: 10.08 cfg/s
[24200/592503 |   4.08%] Best: 133.899622 | Elapsed:  40.0 min | ETA: 939.1 min | Rate: 10.09 cfg/s
[24225/592503 |   4.09%] Best: 133.899622 | Elapsed:  40.1 min | ETA: 940.3 min | Rate: 10.07 cfg/s
[24250/592503 |   4.09%] Best: 133.899622 | Elapsed:  40.1 min | ETA: 940.0 min | Rate: 10.08 cfg/s
[24275/592503 |   4.10%] Best: 133.899622 | Elapsed:  40.2 min | ETA: 940.5 min | Rate: 10.07 cfg/s
[24300/592503 |   4.10%] Best: 133.899622 | Elapsed:  40.2 min | ETA: 940.6 min | Rate: 10.07 cfg/s
[24325/592503 |   4.11%] Best: 133.899622 | Elapsed:  40.3 min | ETA: 940.7 min | Rate: 10.07 cfg/s
[24350/592503 |   4.11%] Best: 133.899622 | Elapsed:  40.3 min | ETA: 941.1 min | Rate: 10.06 cfg/s
[24375/592503 |   4.11%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 940.5 min | Rate: 10.07 cfg/s
[24400/592503 |   4.12%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 939.8 min | Rate: 10.07 cfg/s
[24425/592503 |   4.12%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 939.2 min | Rate: 10.08 cfg/s
[24450/592503 |   4.13%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 938.5 min | Rate: 10.09 cfg/s
[24475/592503 |   4.13%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 937.7 min | Rate: 10.10 cfg/s
[24500/592503 |   4.14%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 936.9 min | Rate: 10.10 cfg/s
[24525/592503 |   4.14%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 936.1 min | Rate: 10.11 cfg/s
[24550/592503 |   4.14%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 935.3 min | Rate: 10.12 cfg/s
[24575/592503 |   4.15%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 934.5 min | Rate: 10.13 cfg/s
[24600/592503 |   4.15%] Best: 133.899622 | Elapsed:  40.4 min | ETA: 933.7 min | Rate: 10.14 cfg/s
[24625/592503 |   4.16%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 932.9 min | Rate: 10.15 cfg/s
[24650/592503 |   4.16%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 932.1 min | Rate: 10.15 cfg/s
[24675/592503 |   4.16%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 931.4 min | Rate: 10.16 cfg/s
[24700/592503 |   4.17%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 930.6 min | Rate: 10.17 cfg/s
[24725/592503 |   4.17%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 929.8 min | Rate: 10.18 cfg/s
[24750/592503 |   4.18%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 929.1 min | Rate: 10.18 cfg/s
[24775/592503 |   4.18%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 928.3 min | Rate: 10.19 cfg/s
[24800/592503 |   4.19%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 927.6 min | Rate: 10.20 cfg/s
[24825/592503 |   4.19%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 926.9 min | Rate: 10.21 cfg/s
[24850/592503 |   4.19%] Best: 133.899622 | Elapsed:  40.5 min | ETA: 926.1 min | Rate: 10.22 cfg/s
[24875/592503 |   4.20%] Best: 133.899622 | Elapsed:  40.6 min | ETA: 925.4 min | Rate: 10.22 cfg/s
[24900/592503 |   4.20%] Best: 133.899622 | Elapsed:  40.6 min | ETA: 924.7 min | Rate: 10.23 cfg/s
[24925/592503 |   4.21%] Best: 133.899622 | Elapsed:  40.6 min | ETA: 923.9 min | Rate: 10.24 cfg/s
[24950/592503 |   4.21%] Best: 133.899622 | Elapsed:  40.6 min | ETA: 923.2 min | Rate: 10.25 cfg/s
